1981,Documentary (Short Subject),Close Harmony
1981,Film Editing,Raiders of the Lost Ark
1981,Foreign Language Film,Mephisto
1981,Makeup,An American Werewolf in London
1981,Music (Scoring),Chariots of Fire
1981,Music (Song),Arthur
1981,Best Picture,Chariots of Fire
1981,Short Film (Animated),Crac
1981,Short Film (Live Action),Violet
1981,Sound,Raiders of the Lost Ark
1981,Sound Editing,Raiders of the Lost Ark
1981,Visual Effects,Raiders of the Lost Ark
1981,Writing,On Golden Pond
1981,Writing,Chariots of Fire
1981,Irving G. Thalberg Memorial Award,Albert R. Broccoli
1980,Actor -- Leading Role,Robert De Niro
1980,Actor -- Supporting Role,Timothy Hutton
1980,Actress -- Leading Role,Sissy Spacek
1980,Actress -- Supporting Role,Mary Steenburgen
1980,Art Direction,Tess
1980,Cinematography,Tess
1980,Costume Design,Tess
1980,Directing,Ordinary People
1980,Documentary (Feature),From Mao to Mozart: Isaac Stern in China
1980,Documentary (Short Subject),Karl Hess: Toward Liberty
1980,Film Editing,Raging Bull
1980,Foreign Language Film,Moscow Does Not Believe in Tears
1980,Music (Scoring),Fame
1980,Music (Song),Fame
1980,Best Picture,Ordinary People
1980,Short Film (Animated),The Fly
1980,Short Film (Live Action),The Dollar Bottom
1980,Sound,The Empire Strikes Back
1980,Visual Effects,The Empire Strikes Back
1980,Writing,Ordinary People
1980,Writing,Melvin and Howard
1979,Actor -- Leading Role,Dustin Hoffman
1979,Actor -- Supporting Role,Melvyn Douglas
1979,Actress -- Leading Role,Sally Field
1979,Actress -- Supporting Role,Meryl Streep
1979,Art Direction,All That Jazz
1979,Cinematography,Apocalypse Now
1979,Costume Design,All That Jazz
1979,Directing,Kramer vs. Kramer
1979,Documentary (Feature),Best Boy
1979,Documentary (Short Subject),Paul Robeson: Tribute to an Artist
1979,Film Editing,All That Jazz
1979,Foreign Language Film,The Tin Drum
1979,Music (Scoring),A Little Romance
1979,Music (Scoring),All That Jazz
1979,Music (Song),Norma Rae
1979,Best Picture,Kramer vs. Kramer
1979,Short Film (Animated),Every Child
1979,Short Film (Live Action),Board and Care
1979,Sound,Apocalypse Now
1979,Sound Editing,The Black Stallion
1979,Visual Effects,Alien
1979,Writing,Kramer vs. Kramer
1979,Writing,Breaking Away
1979,Irving G. Thalberg Memorial Award,Ray Stark
1978,Actor -- Leading Role,Jon Voight
1978,Actor -- Supporting Role,Christopher Walken
1978,Actress -- Leading Role,Jane Fonda
1978,Actress -- Supporting Role,Maggie Smith
1978,Art Direction,Heaven Can Wait
1978,Cinematography,Days of Heaven
1978,Costume Design,Death on the Nile
1978,Directing,The Deer Hunter
1978,Documentary (Feature),Scared Straight!
1978,Documentary (Short Subject),The Flight of the Gossamer Condor
1978,Film Editing,The Deer Hunter
1978,Foreign Language Film,Get Out Your Handkerchiefs
1978,Music (Scoring),The Buddy Holly Story
1978,Music (Scoring),Midnight Express
1978,Music (Song),Thank God It's Friday
1978,Best Picture,The Deer Hunter
1978,Short Film (Animated),Special Delivery
1978,Short Film (Live Action),Teenage Father
1978,Sound,The Deer Hunter
1978,Visual Effects,Superman
1978,Writing,Midnight Express
1978,Writing,Coming Home
1977,Actor -- Leading Role,Richard Dreyfuss
1977,Actor -- Supporting Role,Jason Robards
1977,Actress -- Leading Role,Diane Keaton
1977,Actress -- Supporting Role,Vanessa Redgrave
1977,Art Direction,Star Wars
1977,Cinematography,Close Encounters of the Third Kind
1977,Costume Design,Star Wars
1977,Directing,Annie Hall
1977,Documentary (Feature),Who Are the DeBolts? And Where Did They Get Nineteen Kids?
1977,Documentary (Short Subject),Gravity Is My Enemy
1977,Film Editing,Star Wars
1977,Foreign Language Film,Madame Rosa
1977,Music (Scoring),Star Wars
1977,Music (Scoring),A Little Night Music
1977,Music (Song),You Light Up My Life
1977,Best Picture,Annie Hall
1977,Short Film (Animated),The Sand Castle
1977,Short Film (Live Action),I'll Find a Way
1977,Sound,Star Wars
1977,Sound Editing,Close Encounters of the Third Kind
1977,Visual Effects,Star Wars
1977,Writing,Julia
1977,Writing,Annie Hall
1977,Irving G. Thalberg Memorial Award,Walter Mirisch
1976,Actor -- Leading Role,Peter Finch
1976,Actor -- Supporting Role,Jason Robards
1976,Actress -- Leading Role,Faye Dunaway
1976,Actress -- Supporting Role,Beatrice Straight
1976,Art Direction,All the President's Men
1976,Cinematography,Bound for Glory
1976,Costume Design,Fellini's Casanova
1976,Directing,Rocky
1976,Documentary (Feature),"Harlan County, U.S.A."
1976,Documentary (Short Subject),Number Our Days
1976,Film Editing,Rocky
1976,Foreign Language Film,Black and White in Color
1976,Music (Scoring),The Omen
1976,Music (Scoring),Bound for Glory
1976,Music (Song),A Star Is Born
1976,Best Picture,Rocky
1976,Short Film (Animated),Leisure
1976,Short Film (Live Action),In the Region of Ice
1976,Sound,All the President's Men
1976,Visual Effects,King Kong
1976,Visual Effects,Logan's Run
1976,Writing,All the President's Men
1976,Writing,Network
1976,Irving G. Thalberg Memorial Award,Pandro S. Berman
1975,Actor -- Leading Role,Jack Nicholson
1975,Actor -- Supporting Role,George Burns
1975,Actress -- Leading Role,Louise Fletcher
1975,Actress -- Supporting Role,Lee Grant
1975,Art Direction,Barry Lyndon
1975,Cinematography,Barry Lyndon
1975,Costume Design,Barry Lyndon
1975,Directing,One Flew over the Cuckoo's Nest
1975,Documentary (Feature),The Man Who Skied down Everest
1975,Documentary (Short Subject),The End of the Game
1975,Film Editing,Jaws
1975,Foreign Language Film,Dersu Uzala
1975,Music (Scoring),Jaws
1975,Music (Scoring),Barry Lyndon
1975,Music (Song),Nashville
1975,Best Picture,One Flew over the Cuckoo's Nest
1975,Short Film (Animated),Great
1975,Short Film (Live Action),Angel and Big Joe
1975,Sound,Jaws
1975,Sound Editing,The Hindenburg
1975,Visual Effects,The Hindenburg
1975,Writing,Dog Day Afternoon
1975,Writing,One Flew over the Cuckoo's Nest
1975,Irving G. Thalberg Memorial Award,Mervyn LeRoy
1974,Actor -- Leading Role,Art Carney
1974,Actor -- Supporting Role,Robert De Niro
1974,Actress -- Leading Role,Ellen Burstyn
1974,Actress -- Supporting Role,Ingrid Bergman
1974,Art Direction,The Godfather Part II
1974,Cinematography,The Towering Inferno
1974,Costume Design,The Great Gatsby
1974,Directing,The Godfather Part II
1974,Documentary (Feature),Hearts and Minds
1974,Documentary (Short Subject),Don't
1974,Film Editing,The Towering Inferno
1974,Foreign Language Film,Amarcord
1974,Music (Scoring),The Godfather Part II
1974,Music (Scoring),The Great Gatsby
1974,Music (Song),The Towering Inferno
1974,Best Picture,The Godfather Part II
1974,Short Film (Animated),Closed Mondays
1974,Short Film (Live Action),One-Eyed Men Are Kings
1974,Sound,Earthquake
1974,Visual Effects,Earthquake
1974,Writing,Chinatown
1974,Writing,The Godfather Part II
1973,Actor -- Leading Role,Jack Lemmon
1973,Actor -- Supporting Role,John Houseman
1973,Actress -- Leading Role,Glenda Jackson
1973,Actress -- Supporting Role,Tatum O'Neal
1973,Art Direction,The Sting
1973,Cinematography,Cries and Whispers
1973,Costume Design,The Sting
1973,Directing,The Sting
1973,Documentary (Feature),The Great American Cowboy
1973,Documentary (Short Subject),Princeton: A Search for Answers
1973,Film Editing,The Sting
1973,Foreign Language Film,Day for Night
1973,Music (Scoring),The Way We Were
1973,Music (Scoring),The Sting
1973,Music (Song),The Way We Were
1973,Best Picture,The Sting
1973,Short Film (Animated),Frank Film
1973,Short Film (Live Action),The Bolero
1973,Sound,The Exorcist
1973,Writing,The Exorcist
1973,Writing,The Sting
1973,Irving G. Thalberg Memorial Award,Lawrence Weingarten
1972,Actor -- Leading Role,Marlon Brando
1972,Actor -- Supporting Role,Joel Grey
1972,Actress -- Leading Role,Liza Minnelli
1972,Actress -- Supporting Role,Eileen Heckart
1972,Art Direction,Cabaret
1972,Cinematography,Cabaret
1972,Costume Design,Travels with My Aunt
1972,Directing,Cabaret
1972,Documentary (Feature),Marjoe
1972,Documentary (Short Subject),This Tiny World
1972,Film Editing,Cabaret
1972,Foreign Language Film,The Discreet Charm of the Bourgeoisie
1972,Music (Scoring),Limelight
1972,Music (Scoring),Cabaret
1972,Music (Song),The Poseidon Adventure
1972,Best Picture,The Godfather
1972,Short Film (Animated),A Christmas Carol
1972,Short Film (Live Action),Norman Rockwell's World...An American Dream
1972,Sound,Cabaret
1972,Visual Effects,The Poseidon Adventure
1972,Writing,The Godfather
1972,Writing,The Candidate
1971,Actor -- Leading Role,Gene Hackman
1971,Actor -- Supporting Role,Ben Johnson
1971,Actress -- Leading Role,Jane Fonda
1971,Actress -- Supporting Role,Cloris Leachman
1971,Art Direction,Nicholas and Alexandra
1971,Cinematography,Fiddler on the Roof
1971,Costume Design,Nicholas and Alexandra
1971,Directing,The French Connection
1971,Documentary (Feature),The Hellstrom Chronicle
1971,Documentary (Short Subject),Sentinels of Silence
1971,Film Editing,The French Connection
1971,Foreign Language Film,The Garden of the Finzi Continis
1971,Music (Scoring),Summer of '42
1971,Music (Scoring),Fiddler on the Roof
1971,Music (Song),Shaft
1971,Best Picture,The French Connection
1971,Short Film (Animated),The Crunch Bird
1971,Short Film (Live Action),Sentinels of Silence
1971,Sound,Fiddler on the Roof
1971,Visual Effects,Bedknobs and Broomsticks
1971,Writing,The French Connection
1971,Writing,The Hospital
1970,Actor -- Leading Role,George C. Scott
1970,Actor -- Supporting Role,John Mills
1970,Actress -- Leading Role,Glenda Jackson
1970,Actress -- Supporting Role,Helen Hayes
1970,Art Direction,Patton
1970,Cinematography,Ryan's Daughter
1970,Costume Design,Cromwell
1970,Directing,Patton
1970,Documentary (Feature),Woodstock
1970,Documentary (Short Subject),Interviews with My Lai Veterans
1970,Film Editing,Patton
1970,Foreign Language Film,Investigation of a Citizen above Suspicion
1970,Music (Scoring),Love Story
1970,Music (Scoring),Let It Be
1970,Music (Song),Lovers and Other Strangers
1970,Best Picture,Patton
1970,Short Film (Animated),Is It Always Right to Be Right?
1970,Short Film (Live Action),The Resurrection of Broncho Billy
1970,Sound,Patton
1970,Visual Effects,Tora! Tora! Tora!
1970,Writing,M*A*S*H
1970,Writing,Patton
1970,Irving G. Thalberg Memorial Award,Ingmar Bergman
1969,Actor -- Leading Role,John Wayne
1969,Actor -- Supporting Role,Gig Young
1969,Actress -- Leading Role,Maggie Smith
1969,Actress -- Supporting Role,Goldie Hawn
1969,Art Direction,"Hello, Dolly!"
1969,Cinematography,Butch Cassidy and the Sundance Kid
1969,Costume Design,Anne of the Thousand Days
1969,Directing,Midnight Cowboy
1969,Documentary (Feature),Arthur Rubinstein - The Love of Life
1969,Documentary (Short Subject),Czechoslovakia 1968
1969,Film Editing,Z
1969,Foreign Language Film,Z
1969,Music (Scoring),Butch Cassidy and the Sundance Kid
1969,Music (Scoring),"Hello, Dolly!"
1969,Music (Song),Butch Cassidy and the Sundance Kid
1969,Best Picture,Midnight Cowboy
1969,Short Film (Animated),It's Tough to Be a Bird
1969,Short Film (Live Action),The Magic Machines
1969,Sound,"Hello, Dolly!"
1969,Visual Effects,Marooned
1969,Writing,Midnight Cowboy
1969,Writing,Butch Cassidy and the Sundance Kid
1968,Actor -- Leading Role,Cliff Robertson
1968,Actor -- Supporting Role,Jack Albertson
1968,Actress -- Leading Role,Katharine Hepburn
1968,Actress -- Leading Role,Barbra Streisand
1968,Actress -- Supporting Role,Ruth Gordon
1968,Art Direction,Oliver!
1968,Cinematography,Romeo and Juliet
1968,Costume Design,Romeo and Juliet
1968,Directing,Oliver!
1968,Documentary (Feature),Journey into Self
1968,Documentary (Short Subject),Why Man Creates
1968,Film Editing,Bullitt
1968,Foreign Language Film,War and Peace
1968,Makeup,To John Chambers for his outstanding makeup achievement for Planet of the Apes.
1968,Music (Scoring),The Lion in Winter
1968,Music (Scoring),Oliver!
1968,Music (Song),The Thomas Crown Affair
1968,Best Picture,Oliver!
1968,Short Film (Animated),Winnie the Pooh and the Blustery Day
1968,Short Film (Live Action),Robert Kennedy Remembered
1968,Sound,Oliver!
1968,Visual Effects,2001: A Space Odyssey
1968,Writing,The Lion in Winter
1968,Writing,The Producers
1967,Actor -- Leading Role,Rod Steiger
1967,Actor -- Supporting Role,George Kennedy
1967,Actress -- Leading Role,Katharine Hepburn
1967,Actress -- Supporting Role,Estelle Parsons
1967,Art Direction,Camelot
1967,Cinematography,Bonnie and Clyde
1967,Costume Design,Camelot
1967,Directing,The Graduate
1967,Documentary (Feature),The Anderson Platoon
1967,Documentary (Short Subject),The Redwoods
1967,Film Editing,In the Heat of the Night
1967,Foreign Language Film,Closely Watched Trains
1967,Music (Scoring),Thoroughly Modern Millie
1967,Music (Scoring),Camelot
1967,Music (Song),Doctor Dolittle
1967,Best Picture,In the Heat of the Night
1967,Short Film (Animated),The Box
1967,Short Film (Live Action),A Place to Stand
1967,Sound,In the Heat of the Night
1967,Sound Editing,The Dirty Dozen
1967,Visual Effects,Doctor Dolittle
1967,Writing,In the Heat of the Night
1967,Writing,Guess Who's Coming to Dinner
1967,Irving G. Thalberg Memorial Award,Alfred Hitchcock
1966,Actor -- Leading Role,Paul Scofield
1966,Actor -- Supporting Role,Walter Matthau
1966,Actress -- Leading Role,Elizabeth Taylor
1966,Actress -- Supporting Role,Sandy Dennis
1966,Art Direction,Who's Afraid of Virginia Woolf?
1966,Art Direction,Fantastic Voyage
1966,Cinematography,Who's Afraid of Virginia Woolf?
1966,Cinematography,A Man for All Seasons
1966,Costume Design,Who's Afraid of Virginia Woolf?
1966,Costume Design,A Man for All Seasons
1966,Directing,A Man for All Seasons
1966,Documentary (Feature),The War Game
1966,Documentary (Short Subject),A Year toward Tomorrow
1966,Film Editing,Grand Prix
1966,Foreign Language Film,A Man and a Woman
1966,Music (Scoring),Born Free
1966,Music (Scoring),A Funny Thing Happened on the Way to the Forum
1966,Music (Song),Born Free
1966,Best Picture,A Man for All Seasons
1966,Short Film (Animated),Herb Alpert and the Tijuana Brass Double Feature
1966,Short Film (Live Action),Wild Wings
1966,Sound,Grand Prix
1966,Sound Editing,Grand Prix
1966,Visual Effects,Fantastic Voyage
1966,Writing,A Man for All Seasons
1966,Writing,A Man and a Woman
1966,Irving G. Thalberg Memorial Award,Robert Wise
1965,Actor -- Leading Role,Lee Marvin
1965,Actor -- Supporting Role,Martin Balsam
1965,Actress -- Leading Role,Julie Christie
1965,Actress -- Supporting Role,Shelley Winters
1965,Art Direction,Ship of Fools
1965,Art Direction,Doctor Zhivago
1965,Cinematography,Ship of Fools
1965,Cinematography,Doctor Zhivago
1965,Costume Design,Darling
1965,Costume Design,Doctor Zhivago
1965,Directing,The Sound of Music
1965,Documentary (Feature),The Eleanor Roosevelt Story
1965,Documentary (Short Subject),To Be Alive!
1965,Film Editing,The Sound of Music
1965,Foreign Language Film,The Shop on Main Street
1965,Music (Scoring),Doctor Zhivago
1965,Music (Scoring),The Sound of Music
1965,Music (Song),The Sandpiper
1965,Best Picture,The Sound of Music
1965,Short Film (Animated),The Dot and the Line
1965,Short Film (Live Action),The Chicken (Le Poulet)
1965,Sound,The Sound of Music
1965,Sound Editing,The Great Race
1965,Visual Effects,Thunderball
1965,Writing,Doctor Zhivago
1965,Writing,Darling
1965,Irving G. Thalberg Memorial Award,William Wyler
1964,Actor -- Leading Role,Rex Harrison
1964,Actor -- Supporting Role,Peter Ustinov
1964,Actress -- Leading Role,Julie Andrews
1964,Actress -- Supporting Role,Lila Kedrova
1964,Art Direction,Zorba the Greek
1964,Art Direction,My Fair Lady
1964,Cinematography,Zorba the Greek
1964,Cinematography,My Fair Lady
1964,Costume Design,The Night of the Iguana
1964,Costume Design,My Fair Lady
1964,Directing,My Fair Lady
1964,Documentary (Feature),Jacques-Yves Cousteau's World without Sun
1964,Documentary (Short Subject),Nine from Little Rock
1964,Film Editing,Mary Poppins
1964,Foreign Language Film,"Yesterday, Today and Tomorrow"
1964,Makeup,To William Tuttle for his outstanding make-up achievement for 7 Faces of Dr. Lao.
1964,Music (Scoring),Mary Poppins
1964,Music (Scoring),My Fair Lady
1964,Music (Song),Mary Poppins
1964,Best Picture,My Fair Lady
1964,Short Film (Animated),The Pink Phink
1964,Short Film (Live Action),Casals Conducts: 1964
1964,Sound,My Fair Lady
1964,Sound Editing,Goldfinger
1964,Visual Effects,Mary Poppins
1964,Writing,Becket
1964,Writing,Father Goose
1963,Actor -- Leading Role,Sidney Poitier
1963,Actor -- Supporting Role,Melvyn Douglas
1963,Actress -- Leading Role,Patricia Neal
1963,Actress -- Supporting Role,Margaret Rutherford
1963,Art Direction,America America
1963,Art Direction,Cleopatra
1963,Cinematography,Hud
1963,Cinematography,Cleopatra
1963,Costume Design,Federico Fellini's 8-1/2
1963,Costume Design,Cleopatra
1963,Directing,Tom Jones
1963,Documentary (Feature),Robert Frost: A Lover's Quarrel with the World
1963,Documentary (Short Subject),Chagall
1963,Film Editing,How the West Was Won
1963,Foreign Language Film,Federico Fellini's 8-1/2
1963,Music (Scoring),Tom Jones
1963,Music (Scoring),Irma La Douce
1963,Music (Song),Papa's Delicate Condition
1963,Best Picture,Tom Jones
1963,Short Film (Animated),The Critic
1963,Short Film (Live Action),An Occurrence at Owl Creek Bridge
1963,Sound,How the West Was Won
1963,Sound Editing,"It's a Mad, Mad, Mad, Mad World"
1963,Visual Effects,Cleopatra
1963,Writing,Tom Jones
1963,Writing,How the West Was Won
1963,Irving G. Thalberg Memorial Award,Sam Spiegel
1962,Actor -- Leading Role,Gregory Peck
1962,Actor -- Supporting Role,Ed Begley
1962,Actress -- Leading Role,Anne Bancroft
1962,Actress -- Supporting Role,Patty Duke
1962,Art Direction,To Kill a Mockingbird
1962,Art Direction,Lawrence of Arabia
1962,Cinematography,The Longest Day
1962,Cinematography,Lawrence of Arabia
1962,Costume Design,What Ever Happened to Baby Jane?
1962,Costume Design,The Wonderful World of the Brothers Grimm
1962,Directing,Lawrence of Arabia
1962,Documentary (Feature),Black Fox
1962,Documentary (Short Subject),Dylan Thomas
1962,Film Editing,Lawrence of Arabia
1962,Foreign Language Film,Sundays and Cybele
1962,Music (Scoring),Lawrence of Arabia
1962,Music (Scoring),Meredith Willson's The Music Man
1962,Music (Song),Days of Wine and Roses
1962,Best Picture,Lawrence of Arabia
1962,Short Film (Animated),The Hole
1962,Short Film (Live Action),Heureux Anniversaire (Happy Anniversary)
1962,Sound,Lawrence of Arabia
1962,Writing,To Kill a Mockingbird
1962,Writing,Divorce--Italian Style
1961,Actor -- Leading Role,Maximilian Schell
1961,Actor -- Supporting Role,George Chakiris
1961,Actress -- Leading Role,Sophia Loren
1961,Actress -- Supporting Role,Rita Moreno
1961,Art Direction,The Hustler
1961,Art Direction,West Side Story
1961,Cinematography,The Hustler
1961,Cinematography,West Side Story
1961,Costume Design,La Dolce Vita
1961,Costume Design,West Side Story
1961,Directing,West Side Story
1961,Documentary (Feature),Le Ciel et la Boue (Sky Above and Mud Beneath)
1961,Documentary (Short Subject),Project Hope
1961,Film Editing,West Side Story
1961,Foreign Language Film,Through a Glass Darkly
1961,Music (Scoring),Breakfast at Tiffany's
1961,Music (Scoring),West Side Story
1961,Music (Song),Breakfast at Tiffany's
1961,Best Picture,West Side Story
1961,Short Film (Animated),Ersatz (The Substitute)
1961,Short Film (Live Action),Seawards the Great Ships
1961,Sound,West Side Story
1961,Writing,Judgment at Nuremberg
1961,Writing,Splendor in the Grass
1961,Irving G. Thalberg Memorial Award,Stanley Kramer
1960,Actor -- Leading Role,Burt Lancaster
1960,Actor -- Supporting Role,Peter Ustinov
1960,Actress -- Leading Role,Elizabeth Taylor
1960,Actress -- Supporting Role,Shirley Jones
1960,Art Direction,The Apartment
1960,Art Direction,Spartacus
1960,Cinematography,Sons and Lovers
1960,Cinematography,Spartacus
1960,Costume Design,The Facts of Life
1960,Costume Design,Spartacus
1960,Directing,The Apartment
1960,Documentary (Feature),The Horse with the Flying Tail
1960,Documentary (Short Subject),Giuseppina
1960,Film Editing,The Apartment
1960,Foreign Language Film,The Virgin Spring
1960,Music (Scoring),Exodus
1960,Music (Scoring),Song without End (The Story of Franz Liszt)
1960,Music (Song),Never on Sunday
1960,Best Picture,The Apartment
1960,Short Film (Animated),Munro
1960,Short Film (Live Action),Day of the Painter
1960,Sound,The Alamo
1960,Writing,Elmer Gantry
1960,Writing,The Apartment
1959,Actor -- Leading Role,Charlton Heston
1959,Actor -- Supporting Role,Hugh Griffith
1959,Actress -- Leading Role,Simone Signoret
1959,Actress -- Supporting Role,Shelley Winters
1959,Art Direction,The Diary of Anne Frank
1959,Art Direction,Ben-Hur
1959,Cinematography,The Diary of Anne Frank
1959,Cinematography,Ben-Hur
1959,Costume Design,Some Like It Hot
1959,Costume Design,Ben-Hur
1959,Directing,Ben-Hur
1959,Documentary (Feature),Serengeti Shall Not Die
1959,Documentary (Short Subject),Glass
1959,Film Editing,Ben-Hur
1959,Foreign Language Film,Black Orpheus
1959,Music (Scoring),Ben-Hur
1959,Music (Scoring),Porgy and Bess
1959,Music (Song),A Hole in the Head
1959,Best Picture,Ben-Hur
1959,Short Film (Animated),Moonbird
1959,Short Film (Live Action),The Golden Fish
1959,Sound,Ben-Hur
1959,Writing,Room at the Top
1959,Writing,Pillow Talk
1958,Actor -- Leading Role,David Niven
1958,Actor -- Supporting Role,Burl Ives
1958,Actress -- Leading Role,Susan Hayward
1958,Actress -- Supporting Role,Wendy Hiller
1958,Art Direction,Gigi
1958,Cinematography,The Defiant Ones
1958,Cinematography,Gigi
1958,Costume Design,Gigi
1958,Directing,Gigi
1958,Documentary (Feature),White Wilderness
1958,Documentary (Short Subject),Ama Girls
1958,Film Editing,Gigi
1958,Foreign Language Film,My Uncle
1958,Music (Scoring),The Old Man and the Sea
1958,Music (Scoring),Gigi
1958,Music (Song),Gigi
1958,Best Picture,Gigi
1958,Short Film (Animated),Knighty Knight Bugs
1958,Short Film (Live Action),Grand Canyon
1958,Sound,South Pacific
1958,Writing,Gigi
1958,Writing,The Defiant Ones
1958,Irving G. Thalberg Memorial Award,Jack L. Warner
1957,Actor -- Leading Role,Alec Guinness
1957,Actor -- Supporting Role,Red Buttons
1957,Actress -- Leading Role,Joanne Woodward
1957,Actress -- Supporting Role,Miyoshi Umeki
1957,Art Direction,Sayonara
1957,Cinematography,The Bridge on the River Kwai
1957,Costume Design,Les Girls
1957,Directing,The Bridge on the River Kwai
1957,Documentary (Feature),Albert Schweitzer
1957,Film Editing,The Bridge on the River Kwai
1957,Foreign Language Film,The Nights of Cabiria
1957,Music (Scoring),The Bridge on the River Kwai
1957,Music (Song),The Joker Is Wild
1957,Best Picture,The Bridge on the River Kwai
1957,Short Film (Animated),Birds Anonymous
1957,Short Film (Live Action),The Wetback Hound
1957,Sound,Sayonara
1957,Writing,The Bridge on the River Kwai
1957,Writing,Designing Woman
1956,Actor -- Leading Role,Yul Brynner
1956,Actor -- Supporting Role,Anthony Quinn
1956,Actress -- Leading Role,Ingrid Bergman
1956,Actress -- Supporting Role,Dorothy Malone
1956,Art Direction,Somebody Up There Likes Me
1956,Art Direction,The King and I
1956,Cinematography,Somebody Up There Likes Me
1956,Cinematography,Around the World in 80 Days
1956,Costume Design,The Solid Gold Cadillac
1956,Costume Design,The King and I
1956,Directing,Giant
1956,Documentary (Feature),The Silent World
1956,Documentary (Short Subject),The True Story of the Civil War
1956,Film Editing,Around the World in 80 Days
1956,Foreign Language Film,La Strada
1956,Music (Scoring),Around the World in 80 Days
1956,Music (Scoring),The King and I
1956,Music (Song),The Man Who Knew Too Much
1956,Best Picture,Around the World in 80 Days
1956,Short Film (Animated),Mister Magoo's Puddle Jumper
1956,Short Film (Live Action),Crashing the Water Barrier
1956,Short Film (Live Action),The Bespoke Overcoat
1956,Sound,The King and I
1956,Writing,The Brave One
1956,Writing,Around the World in 80 Days
1956,Writing,The Red Balloon
1956,Irving G. Thalberg Memorial Award,Buddy Adler
1955,Actor -- Leading Role,Ernest Borgnine
1955,Actor -- Supporting Role,Jack Lemmon
1955,Actress -- Leading Role,Anna Magnani
1955,Actress -- Supporting Role,Jo Van Fleet
1955,Art Direction,The Rose Tattoo
1955,Art Direction,Picnic
1955,Cinematography,The Rose Tattoo
1955,Cinematography,To Catch a Thief
1955,Costume Design,I'll Cry Tomorrow
1955,Costume Design,Love Is a Many-Splendored Thing
1955,Directing,Marty
1955,Documentary (Feature),Helen Keller in Her Story
1955,Documentary (Short Subject),Men against the Arctic
1955,Film Editing,Picnic
1955,Foreign Language Film,"To Samurai, The Legend of Musashi - Best Foreign Language Film first released in the United States during 1955."
1955,Music (Scoring),Love Is a Many-Splendored Thing
1955,Music (Scoring),Oklahoma!
1955,Music (Song),Love Is a Many-Splendored Thing
1955,Best Picture,Marty
1955,Short Film (Animated),Speedy Gonzales
1955,Short Film (Live Action),Survival City
1955,Short Film (Live Action),The Face of Lincoln
1955,Sound,Oklahoma!
1955,Writing,Love Me or Leave Me
1955,Writing,Marty
1955,Writing,Interrupted Melody
1954,Actor -- Leading Role,Marlon Brando
1954,Actor -- Supporting Role,Edmond O'Brien
1954,Actress -- Leading Role,Grace Kelly
1954,Actress -- Supporting Role,Eva Marie Saint
1954,Art Direction,On the Waterfront
1954,Art Direction,"20,000 Leagues under the Sea"
1954,Cinematography,On the Waterfront
1954,Cinematography,Three Coins in the Fountain
1954,Costume Design,Sabrina
1954,Costume Design,Gate of Hell
1954,Directing,On the Waterfront
1954,Documentary (Feature),The Vanishing Prairie
1954,Documentary (Short Subject),Thursday's Children
1954,Film Editing,On the Waterfront
1954,Foreign Language Film,To Gate of Hell - Best Foreign Language Film first released in the United States during 1954.
1954,Music (Scoring),The High and the Mighty
1954,Music (Scoring),Seven Brides for Seven Brothers
1954,Music (Song),Three Coins in the Fountain
1954,Best Picture,On the Waterfront
1954,Short Film (Animated),When Magoo Flew
1954,Short Film (Live Action),This Mechanical Age
1954,Short Film (Live Action),A Time Out of War
1954,Sound,The Glenn Miller Story
1954,Writing,Broken Lance
1954,Writing,The Country Girl
1954,Writing,On the Waterfront
1953,Actor -- Leading Role,William Holden
1953,Actor -- Supporting Role,Frank Sinatra
1953,Actress -- Leading Role,Audrey Hepburn
1953,Actress -- Supporting Role,Donna Reed
1953,Art Direction,Julius Caesar
1953,Art Direction,The Robe
1953,Cinematography,From Here to Eternity
1953,Cinematography,Shane
1953,Costume Design,Roman Holiday
1953,Costume Design,The Robe
1953,Directing,From Here to Eternity
1953,Documentary (Feature),The Living Desert
1953,Documentary (Short Subject),The Alaskan Eskimo
1953,Film Editing,From Here to Eternity
1953,Music (Scoring),Lili
1953,Music (Scoring),Call Me Madam
1953,Music (Song),Calamity Jane
1953,Best Picture,From Here to Eternity
1953,Short Film (Animated),"Toot, Whistle, Plunk and Boom"
1953,Short Film (Live Action),The Merry Wives of Windsor Overture
1953,Short Film (Live Action),Bear Country
1953,Sound,From Here to Eternity
1953,Writing,Roman Holiday
1953,Writing,From Here to Eternity
1953,Writing,Titanic
1953,Irving G. Thalberg Memorial Award,George Stevens
1952,Actor -- Leading Role,Gary Cooper
1952,Actor -- Supporting Role,Anthony Quinn
1952,Actress -- Leading Role,Shirley Booth
1952,Actress -- Supporting Role,Gloria Grahame
1952,Art Direction,The Bad and the Beautiful
1952,Art Direction,Moulin Rouge
1952,Cinematography,The Bad and the Beautiful
1952,Cinematography,The Quiet Man
1952,Costume Design,The Bad and the Beautiful
1952,Costume Design,Moulin Rouge
1952,Directing,The Quiet Man
1952,Documentary (Feature),The Sea around Us
1952,Documentary (Short Subject),Neighbours
1952,Film Editing,High Noon
1952,Foreign Language Film,Forbidden Games - Best Foreign Language Film first released in the United States during 1952.
1952,Music (Scoring),High Noon
1952,Music (Scoring),With a Song in My Heart
1952,Music (Song),High Noon
1952,Best Picture,The Greatest Show on Earth
1952,Short Film (Animated),Johann Mouse
